Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      5.52     0.00      109     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*)
  0.00      5.52     0.00      107     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char const>(char const*)
  0.00      5.52     0.00      104     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned char*, unsigned long long>*>::new_allocator()
  0.00      5.52     0.00      104     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned char*, unsigned long long>*>::~new_allocator()
  0.00      5.52     0.00      104     0.00     0.00  std::_Deque_base<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::_M_get_Tp_allocator() const
  0.00      5.52     0.00      104     0.00     0.00  std::_Deque_base<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::_M_get_map_allocator() const
  0.00      5.52     0.00      104     0.00     0.00  std::allocator<std::pair<unsigned char*, unsigned long long>*>::allocator<std::pair<unsigned char*, unsigned long long> >(std::allocator<std::pair<unsigned char*, unsigned long long> > const&)
  0.00      5.52     0.00      104     0.00     0.00  std::allocator<std::pair<unsigned char*, unsigned long long>*>::~allocator()
  0.00      5.52     0.00       98     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00      5.52     0.00       97     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00      5.52     0.00       96     0.00     0.00  std::pair<unsigned char*, unsigned long long>** std::__miter_base<std::pair<unsigned char*, unsigned long long>**>(std::pair<unsigned char*, unsigned long long>**)
  0.00      5.52     0.00       95     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*)
  0.00      5.52     0.00       92     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00      5.52     0.00       91     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      5.52     0.00       91     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*)
  0.00      5.52     0.00       90     0.00     0.00  ScreenObj::print_centered_string(int)
  0.00      5.52     0.00       86     0.00     0.00  ScreenObj::half_len()
  0.00      5.52     0.00       82     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long)
  0.00      5.52     0.00       69     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long)
  0.00      5.52     0.00       67     0.00     0.00  void (*&&std::forward<void (*)(int, unsigned long long, bool)>(std::remove_reference<void (*)(int, unsigned long long, bool)>::type&))(int, unsigned long long, bool)
  0.00      5.52     0.00       61     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      5.52     0.00       60     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00      5.52     0.00       58     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&)
  0.00      5.52     0.00       57     0.00     0.00  std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&)
  0.00      5.52     0.00       56     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned char*, unsigned long long>*>::allocate(unsigned long, void const*)
  0.00      5.52     0.00       56     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned char*, unsigned long long>*>::max_size() const
  0.00      5.52     0.00       56     0.00     0.00  std::_Deque_base<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::_M_allocate_map(unsigned long)
  0.00      5.52     0.00       56     0.00     0.00  std::allocator_traits<std::allocator<std::pair<unsigned char*, unsigned long long>*> >::allocate(std::allocator<std::pair<unsigned char*, unsigned long long>*>&, unsigned long)
  0.00      5.52     0.00       56     0.00     0.00  std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long)
  0.00      5.52     0.00       54     0.00     0.00  __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*)
  0.00      5.52     0.00       53     0.00     0.00  unsigned long long& std::forward<unsigned long long&>(std::remove_reference<unsigned long long&>::type&)
  0.00      5.52     0.00       48     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned char*, unsigned long long>*>::deallocate(std::pair<unsigned char*, unsigned long long>**, unsigned long)
  0.00      5.52     0.00       48     0.00     0.00  std::_Deque_base<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::_M_deallocate_map(std::pair<unsigned char*, unsigned long long>**, unsigned long)
  0.00      5.52     0.00       48     0.00     0.00  std::pair<unsigned char*, unsigned long long>** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::pair<unsigned char*, unsigned long long>*>(std::pair<unsigned char*, unsigned long long>* const*, std::pair<unsigned char*, unsigned long long>* const*, std::pair<unsigned char*, unsigned long long>**)
  0.00      5.52     0.00       48     0.00     0.00  std::allocator_traits<std::allocator<std::pair<unsigned char*, unsigned long long>*> >::deallocate(std::allocator<std::pair<unsigned char*, unsigned long long>*>&, std::pair<unsigned char*, unsigned long long>**, unsigned long)
  0.00      5.52     0.00       48     0.00     0.00  std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::_M_reallocate_map(unsigned long, bool)
  0.00      5.52     0.00       48     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
  0.00      5.52     0.00       48     0.00     0.00  std::pair<unsigned char*, unsigned long long>** std::__copy_move_a<false, std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**>(std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**)
  0.00      5.52     0.00       48     0.00     0.00  std::pair<unsigned char*, unsigned long long>** std::__copy_move_a2<false, std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**>(std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**)
  0.00      5.52     0.00       48     0.00     0.00  std::pair<unsigned char*, unsigned long long>** std::copy<std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**>(std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**, std::pair<unsigned char*, unsigned long long>**)
  0.00      5.52     0.00       46     0.00     0.00  std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long)
  0.00      5.52     0.00       44     0.00     0.00  std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::base() const
  0.00      5.52     0.00       44     0.00     0.00  int& std::forward<int&>(std::remove_reference<int&>::type&)
  0.00      5.52     0.00       43     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long)
  0.00      5.52     0.00       37     0.00     0.00  __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long)
  0.00      5.52     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&)
  0.00      5.52     0.00       34     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const
  0.00      5.52     0.00       32     0.00     0.00  std::thread::id::id()
  0.00      5.52     0.00       30     0.00     0.00  int&& std::forward<int>(std::remove_reference<int>::type&)
  0.00      5.52     0.00       29     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&)
  0.00      5.52     0.00       29     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      5.52     0.00       27     0.00     0.00  std::remove_reference<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&>::type&& std::move<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&)
  0.00      5.52     0.00       26     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      5.52     0.00       25     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      5.52     0.00       24     0.00     0.00  ScreenObj::refresh_screen()
  0.00      5.52     0.00       24     0.00     0.00  std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&)
  0.00      5.52     0.00       23     0.00     0.00  bool std::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&)
  0.00      5.52     0.00       22     0.00     0.00  ScreenObj::update_scan_counter(unsigned long long&&)
  0.00      5.52     0.00       22     0.00     0.00  bool std::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&)
  0.00      5.52     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const
  0.00      5.52     0.00       20     0.00     0.00  std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::move_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      5.52     0.00       20     0.00     0.00  std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> std::__make_move_if_noexcept_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      5.52     0.00       18     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end()
  0.00      5.52     0.00       16     0.00     0.00  std::initializer_list<unsigned char>::begin() const
  0.00      5.52     0.00       16     0.00     0.00  std::thread::joinable() const
  0.00      5.52     0.00       16     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&)
  0.00      5.52     0.00       16     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      5.52     0.00       16     0.00     0.00  std::_Deque_iterator<std::pair<unsigned char*, unsigned long long>, std::pair<unsigned char*, unsigned long long>&, std::pair<unsigned char*, unsigned long long>*>::_Deque_iterator()
  0.00      5.52     0.00       16     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr()
  0.00      5.52     0.00       16     0.00     0.00  std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      5.52     0.00       16     0.00     0.00  unsigned char const* std::__miter_base<unsigned char const*>(unsigned char const*)
  0.00      5.52     0.00       16     0.00     0.00  unsigned char const* std::__niter_base<unsigned char const*>(unsigned char const*)
  0.00      5.52     0.00       16     0.00     0.00  std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&)
